"Factor ID","Internal SKU (Dutch)","Internal SKU (NOR)","Internal SKU (DE)","Meal Name","Meal Descriptor","Dutch name","Dutch Descriptor","Danish name","DE Name","BF Code","BF Name","Internal SKU Name","Internal Nordics SKU Name","Internal DE SKU Name","STATUS","STATUS NOTES","TOTAL PC1 COST","Last 3 Runs","US L3 Run Ratings","# of Ratings","LAST WEEK RAN","TOTAL TIMES RAN","MEAL WEIGHT (g)","CALORIES","FAT (g)","SAT FAT (g)","CARBS (g)","SUGARS (g)","FIBER (g)","PROTEIN (g)","SALT (g)","SPICY?","KETO","CALORIE SMART
(Caloriebewust)","CHEF'S CHOICE (not to tag)","VEGGIE","VEGAN","PROTEIN PLUS
(Eiwitrijk)","LACTOSE FREE","PORK FREE","PROTEIN TYPE","PROTEIN (GENERAL)","PROTEIN (TYPE)","SIDE 1","SIDE 2","SIDE 3","SIDE 4 / GARNISH","SEASONALITY","CUISINE","Reason for Slot + Details","CONTAINER","Cup","INGREDIENT COST","LABOR COST","PACKAGING COST","COMAN MARKUP","Import Scores Combined","BNL","NOR","Vegetable Quantity (Cooked)","Salmon","kJ","R&D type","Swedish name","DE","MAX MEAL COST","ENERGIE (kJ/100g)","ENERGY
(Kcal/100g)","FAT (g/100g)","SAT FAT (g/100g)","CARBS (g/100g)","SUGARS (g/100g)","FIBER (g/100g)","PROTEIN (g/100g)","SALT (g/100g)","Bonfait Testing Status"
"FE0628C","CON-40-143677-4","CON-00-147853-2","CON-00-138294-2","Mushroom Chicken & Rice","with cheese and garlic green beans","Kip met champignons & rijst","met kaas en knoflook-sperziebonen","Kylling med svampe og ris ","Hähnchen mit Pilzen & Reis","565135","HF Kip met champig wilde rijst","FA-NL Kip met champignons & rijst (FE0628)","FA-NO Kylling med svampe og ris (FE0628)","FA-DE Hähnchen mit Champignons und Reis (FE0628)","Active","","€4.77","","","","","TRUE","419","483.0","21.20","7.4","34.4","5.0","9.1","34.60","2.21","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Chicken breast","Chicken","Breast","Rice","Mushrooms","Green Beans","","Year Round","American","","2 CT","FALSE","€2.96","€1.40","€0.40","€0.89","#REF!","#REF!","#REF!","161","","2,016.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0169I","CON-40-143739-4","CON-00-147824-2","CON-00-136637-3","Pork tenderloin in creamy garlic-mustard sauce","with broccoli, and puree of celeriac and cauliflower","Varkenshaas in romige knoflook-mosterdsaus","met broccoli, en puree van knolselderij en bloemkool","Svinemørbrad i cremet hvidløgs- og sennepssauce","Schweinefilet in cremiger Knoblauch-Senf-Sauce","565143","HF RW V.haas met mosterd saus","FA-NL Varkenshaas in romige knoflook-mosterdsaus (FE0169)","FA-NO Svinemørbrad i cremet hvidløg-sennepssauce (FE0169)","FA-DE Schweinefilet in cremiger Knoblauch-Senf-Sauce (FE0169)","Active","","€4.57","","","","","TRUE","389","559.0","43.10","16.5","8.2","5.6","7.7","30.60","2.23","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Pork tenderloin","Pork","Tenderloin","Cauliflower Mash","Celeriac","Broccoli","Creamy Sauce Base","Year Round","French","","2 CT","FALSE","€2.81","€1.36","€0.40","€0.89","#REF!","#REF!","#REF!","206","","2,320.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0780E","CON-40-143732-4","CON-00-147858-2","CON-00-136722-3","Trottole bolognese","with carrots and roasted courgette","Trottole bolognese","met wortel en geroosterde courgette","","Trottole Bolognese","565115","HF Trotolle Bolognese","FA-NL Trottole bolognese (FE0780)","FA-NO Trottole bolognese (FE0780)","FA-DE Trottole Bolognese (FE0780)","Active","","€3.56","","","","","TRUE","429","477.0","20.20","8.3","50.8","15.4","7.7","20.10","2.23","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ground beef","Beef","Ground","Pasta","Zucchini Diced","Cherry Tomatoes","Carrots","Year Round","Italian","","2 CT","FALSE","€1.96","€1.20","€0.40","€0.89","#REF!","#REF!","#REF!","233","","1,996.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0413G","CON-40-143665-4","CON-00-147839-2","CON-00-136698-3","Braised beef in herby jus","with cauliflower puree, broccoli and Emmentaler","Gestoofd rundvlees in kruidige jus","met bloemkoolpuree, broccoli en Emmentaler","Braiseret oksekød i urtesky","Geschmortes Rind in Kräuterjus","565309","HF RW French onion pulled beef","FA-NL Gestoofd rundvlees in kruidige jus (FE0413)","FA-NO Braiseret oksekød i urtesauce (FE0413)","FA-DE Geschmortes Rindfleisch in Kräuterjus (FE0413)","Active","","€4.72","","","","","TRUE","391","572.0","39.00","19.2","11.1","7.9","8.2","41.10","2.22","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Shredded beef","Beef","Shredded","Cauliflower Mash","Caramelized Onions","Broccoli","Compound Butter","Year Round","French","","2 CT","FALSE","€2.85","€1.47","€0.40","€0.89","#REF!","#REF!","#REF!","221","","2,384.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0426C","CON-40-143659-4","CON-00-147840-2","CON-00-136649-3","Grilled chicken fillet and potato leek mash","with roasted corn and zucchini in a butter of herbs and Parmesan cheese","Gegrilde kipfilet en aardappel-preipuree","met geroosterde maïs en courgette in een boter van kruiden en Parmezaanse kaas","Grillet kyllingefilet og kartoffel-porremos","Gegrilltes Hähnchenfilet mit Kartoffel-Lauch-Püree","565300","HF RW Kip aardappel prei puree","FA-NL Gegrilde kipfilet en aardappel-preipuree (FE0426)","FA-NO Grillet kyllingefilet og kartoffel-porremos (FE0426)","FA-DE Gegrilltes Hähnchenfilet mit Kartoffel-Lauch-Püree (FE0426)","Active","","€4.29","","","","","TRUE","416","496.0","26.80","14.0","29.9","8.7","5.9","30.60","2.23","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Mash","Corn Kernels","Zucchini Diced","Compound Butter","Year Round","French","","2 CT","FALSE","€2.53","€1.36","€0.40","€0.89","#REF!","#REF!","#REF!","158","","2,076.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0746B","CON-40-143706-4","CON-00-147857-2","CON-00-136694-3","Spicy ground beef with jalapenos","with cauliflower rice, courgette and coriander crema","Pittig rundergehakt met jalapeno's","met bloemkoolrijst, courgette en koriander-crème","Spicy hakket oksekød med jalapeños","Pikantes Hackfleisch mit Jalapeño","565311","HF RW Pittige gehakt jalapeño","FA-NL Pittig rundergehakt met jalapenos (FE0746)","FA-NO Krydret hakkebøf med jalapenos (FE0746)","FA-DE Scharfes Rinderhack mit Jalapeños (FE0746)","Active","","€4.47","","","","","TRUE","417","513.0","38.10","19.0","13.6","8.7","5.0","25.80","2.24","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ground beef","Beef","Ground","Cauliflower Rice","Zucchini Diced","Cheese","Jalapeno slices","Year Round","Mexican","","2 CT","TRUE","€2.44","€1.60","€0.43","€0.89","#REF!","#REF!","#REF!","207","","2,137.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0401F","CON-40-143715-4","CON-00-147836-2","CON-00-136648-3","Pulled chicken with cheddar and bacon","with cheese sauce, roasted portobello and broccoli","Pulled chicken met cheddar en spek","met kaassaus, geroosterde portobello en broccoli","Pulled chicken med cheddar og bacon","Pulled Chicken mit Cheddar und Speck","565151","HF RW Pulled chicken ched/baco","FA-NL Pulled chicken met cheddar en bacon (FE0401)","FA-NO Pulled chicken med cheddar og bacon (FE0401)","FA-DE Pulled Chicken mit Cheddar und Speck (FE0401)","Active","","€5.34","","","","","TRUE","380","743.0","59.30","18.4","7.3","4.8","6.2","43.20","2.23","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded chicken","Chicken","Pulled","Mushrooms","Broccoli","Creamy Sauce Base","Cheese","Year Round","American","","2 CT","FALSE","€3.16","€1.77","€0.40","€0.89","#REF!","#REF!","#REF!","152","","3,087.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4014C","CON-40-143720-4","CON-00-147877-2","CON-00-136675-3","Creamy basil risotto with chicken","with courgette, peas, and parsley","Romige basilicum-risotto met kipfilet","met courgette, doperwten en peterselie","Cremet basilikumrisotto med kylling","Cremiges Basilikum-Risotto mit Hähnchen","565303","HF RW Kip romige basil risotto","FA-NL Romige basilicum-risotto met kipfilet (FE4014)","FA-NO Cremet basilikumrisotto med kylling (FE4014)","FA-DE Cremiges Basilikum-Risotto (FE4014)","Active","","€4.87","","","","","TRUE","429","530.0","24.30","12.7","43.5","8.7","4.6","32.70","2.22","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Risotto","Zucchini Half Moon","Peas","Red bell pepper","Year Round","Italian","","2 CT","FALSE","€3.06","€1.41","€0.40","€0.89","#REF!","#REF!","#REF!","172","","2,223.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0198E","CON-40-143710-4","CON-00-147826-2","CON-00-136638-3","Spicy chicken with jalapeño, lime and cheddar","with creamy cauliflower rice and coriander-cumin sauce","Pittige kipfilet met jalapeño, limoen en cheddar","met romige bloemkoolrijst en koriander-komijnsaus","Spicy kylling med jalapeño, lime og cheddar","Pikantes Hähnchen mit Jalapeño, Limette und Cheddar","565307","HF RW Pittige kip jalapeño","FA-NL Pittige kipfilet met jalapeño, limoen en cheddar (FE0198)","FA-NO Spicy kylling med jalapeño, lime og cheddar (FE0198)","FA-DE Scharfes Hähnchen mit Jalapeño, Limette und Cheddar (FE0198)","Active","","€4.56","","","","","TRUE","351","491.0","35.30","17.8","10.6","7.2","4.6","31.00","2.23","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Chicken breast","Chicken","Breast","Creamy Sauce Base","Pepper Mix","Cauliflower Rice","Jalapeno slices","Year Round","Mexican","","2 CT","FALSE","€2.54","€1.62","€0.40","€0.89","#REF!","#REF!","#REF!","142","","2,046.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4001E","CON-40-143660-4","CON-00-147866-2","CON-00-136659-3","Grilled chicken fillet and pesto","with green beans, cherry tomatoes, and potato and leek puree","Gegrilde kipfilet en pesto","met sperziebonen, cherrytomaatjes, en puree van aardappel en prei","Grillet kyllingefilet med pesto","Gegrilltes Hähnchenfilet mit Pesto","565301","HF RW Gegrilde kip pesto","FA-NL Gegrilde kipfilet en pesto (FE4001)","FA-NO Grillet kyllingefilet og pesto (FE4001)","FA-DE Gegrilltes Hähnchenfilet mit Pesto (FE4001)","Active","","€4.54","","","","","TRUE","409","426.0","23.30","6.2","21.2","5.7","7.5","29.40","2.23","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Mash","Pesto","Green Beans","Cherry Tomatoes","Year Round","Italian","","2 CT","FALSE","€2.68","€1.46","€0.40","€0.89","#REF!","#REF!","#REF!","168","","1,776.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0612D","CON-40-143751-4","CON-00-147851-2","CON-00-136713-3","Ground Beef & Mushroom Skillet","with Potatoes & Red Pepper Fondue","Rundergehakt met champignons","met aardappelen en paprika-fondue","Stegt hakket oksekød med svampe","Rinderhack-Pfanne mit Pilzen","565273","HF Rundgehaktschotel kaassa","FA-NL Rundergehaktschotel met kaassaus (FE0612)","FA-NO Hakket oksekødsret med ostesauce (FE0612)","FA-DE Rindhackfleisch mit Käsesauce (FE0612)","Active","","€3.90","","","","","TRUE","389","480.0","26.60","10.8","30.9","9.4","6.4","25.70","2.24","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ground beef","Beef","Ground","Potato Non-Mash","Mushrooms","Creamy Sauce Base","Green onion","Year Round","French","","1 CT","FALSE","€2.15","€1.35","€0.40","€0.89","#REF!","#REF!","#REF!","136","","2,005.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4010C","CON-40-143698-4","CON-00-147874-2","CON-00-136670-3","Grilled pork tenderloin and tomato butter","with broccoli in roasted pepper sauce and cauliflower puree","Gegrilde varkenshaas en tomatenboter","met broccoli in geroosterde paprikasaus en bloemkoolpuree ","Grillet svinemørbrad med tomatsmør","Gegrilltes Schweinefilet mit Tomatenbutter","565312","HF RW Varkenshaas tomatenboter","FA-NL Gegrilde varkenshaas en tomatenboter (FE4010)","FA-NO Grillet svinemørbrad og tomatsmør (FE4010)","FA-DE Gegrilltes Schweinefilet mit Tomatenbutter (FE4010)","Active","","€4.90","","","","","TRUE","373","492.0","35.60","19.6","10.2","7.7","7.2","30.10","2.24","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Pork tenderloin","Pork","Tenderloin","Cauliflower Mash","Broccoli","Creamy Sauce Base","Compound Butter","Year Round","American","","2 CT","FALSE","€2.97","€1.52","€0.40","€0.89","#REF!","#REF!","#REF!","202","","2,054.0","","","","","","","FALSE","","","","","","",""
"FE0565E","CON-40-143745-4","CON-00-147849-2","CON-00-136655-3","Pork tenderloin with caramelized onion","with bacon, cauliflower puree and green beans in mushroom cream","Varkenshaas met gekaramelliseerde ui","met bacon, bloemkoolpuree en sperziebonen in champignoncrème","Svinefilet med karamelliserede løg","Schweinefilet mit karamellisierten Zwiebeln","565313","HF RW Varkenshaas gekaram ui","FA-NL Varkenshaas Met Gekaramelliseerde Ui (FE0565)","FA-NO Svinemørbrad med karamelliseret løg (FE0565)","FA-DE Schweinefilet mit karamellisierten Zwiebeln (FE0565)","Active","","€5.07","","","","","TRUE","389","523.0","36.60","15.3","10.5","8.4","7.6","35.30","2.24","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Pork tenderloin","Pork","Tenderloin","Cauliflower Mash","Green Beans","Mushrooms","Caramelized Onions","Year Round","American","","2 CT","FALSE","€3.05","€1.62","€0.40","€0.89","#REF!","#REF!","#REF!","213","","2,175.0","","","","","","","FALSE","","","","","","",""
"FE0815F","","","","Charred Corn & Pulled Chicken Trottole","with Garlic Cream Sauce & Broccoli","Trottole met geroosterde maïs en pulled chicken","met knoflookroomsaus en broccoli","Trottole-pasta med pulled chicken og grillet majs","Trottole mit geröstetem Mais & Pulled Chicken","565280","HF Pulled chicken creamy pasta","#N/A","#N/A","#N/A","Active","","€3.89","","","","","TRUE","364","559.0","29.70","14.0","38.6","7.9","8.9","30.70","2.22","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded chicken","Chicken","Shredded","Pasta","Corn Kernels","Broccoli","Creamy Sauce Base","Year Round","American","","2 CT","FALSE","€2.08","€1.41","€0.40","€0.89","#REF!","#REF!","#REF!","127","","2,334.0","","","","","","","FALSE","","","","","","",""
"FE1598A","","","","Creamy Caper Chicken","with Mashed Potatoes & Green Beans","Romige kip met kappertjes","met aardappelpuree en sperziebonen","Cremet kylling med kapers","Cremiges Kapern-Hähnchen","565287","HF Kip citroen kappertjes saus","#N/A","#N/A","#N/A","Active","","€4.38","","","","","TRUE","407","483.0","26.50","13.0","27.4","6.6","8.0","30.10","2.24","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Mash","Green Beans","Capers","Creamy Sauce Base","Year Round","Italian","","2 CT","FALSE","€2.52","€1.46","€0.40","€0.89","#REF!","#REF!","#REF!","107","","2,017.0","","","","","","","FALSE","","","","","","",""
"FE1404B","CON-40-150962-4","CON-00-150964-2","CON-00-150963-2","Bulgogi Pulled Beef Bowl","with Garlic-Ginger Rice & Zucchini","Bulgogi pulled beef bowl","met knoflook-gemberrijst en courgette","Bulgogi-bowl med pulled beef","Bulgogi Bowl mit Pulled Beef","565190","HF Bulgogi pulled beef","FA-NL Pulled beef in Koreaanse stijl Bulgogi saus (FE1404)","FA-NO Bulgogi Bowl med strimlet oksekød (FE1404)","FA-DE Bulgogi-Bowl mit geschmortem Rindfleisch (FE1404)","Active","","€4.65","","","","","TRUE","374","414.0","17.80","5.7","28.4","11.4","6.4","31.80","2.18","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Shredded beef","Beef","Pulled","Rice","Zucchini Half Moon","Pepper Mix","Other sauce","Year Round","Korean","","2 CT","FALSE","€2.80","€1.44","€0.41","€0.89","#REF!","#REF!","#REF!","188","","1,734.0","","","","","","","FALSE","","","","","","",""
"FE1068B","CON-40-152013-4","CON-00-152034-2","CON-00-152033-2","Moroccan-style chicken thighs & tomato sauce","with herbed potatoes, green beans & tahini sauce","Marokkaanse stijl kippendij & tomatensaus","#REF!","Marokkansk-inspirerede kyllingelår med tomatsauce","Hähnchen nach marokkanischer Art mit Tomatensauce","565192","HF Marokk stijl kippendij toma","FA-NL Marokkaanse stijl kippendij & tomatensaus (FE1068)","FA-NO Marokkansk-inspirerede kyllingeoverlår i tomatsauce (FE1068)","FA-DE Marokkanisches Hähnchen in Tomatensauce (FE1068)","Active","","€3.58","","","","","TRUE","409","480.0","25.40","6.8","28.1","10.9","9.2","30.50","2.23","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Shredded chicken","Chicken","Pulled","Sweet Potato","Green Beans","Tomato Based Sauce","Cupped Sauce","Year Round","Moroccan","","2 CT","TRUE","€1.83","€1.50","€0.24","€0.89","#REF!","#REF!","#REF!","141","","2,003.0","","","","","","","","","","","","","",""
"FEA006A","CON-40-143657-4","PTN-00-148223-2","PTN-00-136930-3","Garlic Herb Grilled Chicken","","Gegrilde kip met knoflook en kruiden","","Grillet kylling med hvidlød og urter","Gegrilltes Hähnchen mit Knoblauch-Kräutern","","","FA-NL Gegrilde kip met knoflook en kruiden (FEA006)","FA-NO Grillet kylling med hvidlød og urter (FEA006)","FA-DE Gegrilltes Hähnchen mit Knoblauch-Kräutern (FEA006)","Active","","€3.61","","","","","","","","","","","","","","","","","","","","","","","","Chicken breast","","","","","","","","","","","","","","","","","","","","","","","","","","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","Approved"
"FEA007A","CON-40-143664-4","","PTN-00-136931-3","Garlic Roasted Salmon","","","","","","","","FA-NL Geroosterde zalm met knoflook (FEA007)","","","Hold","","","","","","","","","","","","","","","","","","","","","","","","","","Salmon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEA008A","CON-40-143663-4","","PTN-00-136932-3","Spicy Roasted Salmon","","","","","","","","FA-NL Geroosterde pittige zalm (FEA008)","","","Hold","","","","","","","","","","","","","","","","","","","","","","","","","","Salmon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEA001A","","","","Cold-Pressed Juice Mix","","","","","","","","","","","Active","","€6.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEA002A","BEV-40-143932-4","BEV-40-143932-4","","Beetroot Carrot Ginger Juice","","","","","","","","","","","Active","","€6.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEA003A","BEV-40-143933-4","BEV-40-143933-4","","Spinach Apple Cucumber Juice","","","","","","","","","","","Active","","€6.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEA004A","BEV-40-143931-4","BEV-40-143931-4","","Passionfruit Pineapple Turmeric Juice","","","","","","","","","","","Active","","€6.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEA005A","BEV-40-143930-4","BEV-40-143930-4","BEV-00-136840-3","Ginger Lemon Apple Wellness Shot","","","","","","","","","","","Active","","€5.90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEA009A","BEV-40-143935-4","BEV-40-143935-4","BEV-00-137951-2","Spirulina Ginger Lime Ginger Shot","","","","","","","","","","","Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEA010A","BEV-40-143934-4","BEV-40-143934-4","BEV-00-137952-2","Turmeric Cayenne Pineapple Ginger Shot","","","","","","","","","","","Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
